"code_title","eng_text","kor_text"
"W79.4","Inhalation and ingestion of food causing obstruction of respiratory tract, street and highway","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 도로 및 고속도로"
"W79.5","Inhalation and ingestion of food causing obstruction of respiratory tract, trade and service area","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 상업 및 서비스 구역 "
"W79.6","Inhalation and ingestion of food causing obstruction of respiratory tract, industrial and construction area","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 산업 및 건설지역 "
"W79.7","Inhalation and ingestion of food causing obstruction of respiratory tract, farm","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 농장 "
"W79.8","Inhalation and ingestion of food causing obstruction of respiratory tract, other specified places","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 기타 명시된 장소 "
"W79.9","Inhalation and ingestion of food causing obstruction of respiratory tract, unspecified place","기도폐색의 원인이 된 음식물의 흡입 및 섭취, 상세불명 장소 "
"W80","Inhalation and ingestion of other objects causing obstruction of respiratory tract","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취"
"W80.0","Inhalation and ingestion of other objects causing obstruction of respiratory tract, home","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 주택 "
"W80.1","Inhalation and ingestion of other objects causing obstruction of respiratory tract, residential institution","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 집단거주시설 "
"W80.2","Inhalation and ingestion of other objects causing obstruction of respiratory tract, school, other institution and public administrative area","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 학교, 기타 시설 및 공공행정 구역 "
"W80.3","Inhalation and ingestion of other objects causing obstruction of respiratory tract, sports and athletics area","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 운동 및 경기장 "
"W80.4","Inhalation and ingestion of other objects causing obstruction of respiratory tract, street and highway","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 도로 및 고속도로"
"W80.5","Inhalation and ingestion of other objects causing obstruction of respiratory tract, trade and service area","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 상업 및 서비스 구역 "
"W80.6","Inhalation and ingestion of other objects causing obstruction of respiratory tract, industrial and construction area","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 산업 및 건설지역 "
"W80.7","Inhalation and ingestion of other objects causing obstruction of respiratory tract, farm","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 농장 "
"W80.8","Inhalation and ingestion of other objects causing obstruction of respiratory tract, other specified places","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 기타 명시된 장소 "
"W80.9","Inhalation and ingestion of other objects causing obstruction of respiratory tract, unspecified place","기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 상세불명 장소 "
"X61","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출"
"X61.0","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, home","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 주택"
"X61.1","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, residential institution","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 집단거주시설"
"X61.2","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, school, other institution and public administrative area","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
"X61.3","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, sports and athletics area","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 운동 및 경기장"
"X61.4","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, street and highway","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 도로 및 고속도로"
"X61.5","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, trade and service area","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 상업 및 서비스 구역"
"X61.6","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, industrial and construction area","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 산업 및 건설지역"
"X61.7","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, farm","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 농장"
"X61.8","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, other specified places","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 기타 명시된 장소"
"X61.9","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, unspecified place","달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 상세불명 장소"
"X65","Intentional self-poisoning by and exposure to alcohol","알콜에 의한 자의의 중독 및 노출"
"X65.0","Intentional self-poisoning by and exposure to alcohol, home","알콜에 의한 자의의 중독 및 노출, 주택"
"X65.1","Intentional self-poisoning by and exposure to alcohol, residential institution","알콜에 의한 자의의 중독 및 노출, 집단거주시설"
"X65.2","Intentional self-poisoning by and exposure to alcohol, school, other institution and public administrative area","알콜에 의한 자의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
"X65.3","Intentional self-poisoning by and exposure to alcohol, sports and athletics area","알콜에 의한 자의의 중독 및 노출, 운동 및 경기장"
"X65.4","Intentional self-poisoning by and exposure to alcohol, street and highway","알콜에 의한 자의의 중독 및 노출, 도로 및 고속도로"
"X65.5","Intentional self-poisoning by and exposure to alcohol, trade and service area","알콜에 의한 자의의 중독 및 노출, 상업 및 서비스 구역"
"X65.6","Intentional self-poisoning by and exposure to alcohol, industrial and construction area","알콜에 의한 자의의 중독 및 노출, 산업 및 건설지역"
"X65.7","Intentional self-poisoning by and exposure to alcohol, farm","알콜에 의한 자의의 중독 및 노출, 농장"
"X65.8","Intentional self-poisoning by and exposure to alcohol, other specified places","알콜에 의한 자의의 중독 및 노출, 기타 명시된 장소"
"X65.9","Intentional self-poisoning by and exposure to alcohol, unspecified place","알콜에 의한 자의의 중독 및 노출, 상세불명 장소"
"X85-Y09","Assault","가해"
"Y09","Assault by unspecified means","상세불명의 수단에 의한 가해"
"Y09.0","Assault by unspecified means, home","상세불명의 수단에 의한 가해, 주택"
"Y09.1","Assault by unspecified means, residential institution","상세불명의 수단에 의한 가해, 집단거주시설"
"Y09.2","Assault by unspecified means, school, other institution and public administrative area","상세불명의 수단에 의한 가해, 학교, 기타 시설 및 공공행정 구역"
"Y09.3","Assault by unspecified means, sports and athletics area","상세불명의 수단에 의한 가해, 운동 및 경기장"
"Y09.4","Assault by unspecified means, street and highway","상세불명의 수단에 의한 가해, 도로 및 고속도로"
"Y09.5","Assault by unspecified means, trade and service area","상세불명의 수단에 의한 가해, 상업 및 서비스 구역"
"Y09.6","Assault by unspecified means, industrial and construction area","상세불명의 수단에 의한 가해, 산업 및 건설지역"
"Y09.7","Assault by unspecified means, farm","상세불명의 수단에 의한 가해, 농장"
"Y09.8","Assault by unspecified means, other specified places","상세불명의 수단에 의한 가해, 기타 명시된 장소"
"Y09.9","Assault by unspecified means, unspecified place","상세불명의 수단에 의한 가해, 상세불명 장소"
"Y30","Falling, jumping or pushed from a high place, undetermined intent","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림"
"Y30.0","Falling, jumping or pushed from a high place, undetermined intent, home","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 주택"
"Y30.1","Falling, jumping or pushed from a high place, undetermined intent, residential institution","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 집단거주시설"
"Y30.2","Falling, jumping or pushed from a high place, undetermined intent, school, other institution and public administrative area","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 학교, 기타 시설 및 공공행정 구역"
"Y30.3","Falling, jumping or pushed from a high place, undetermined intent, sports and athletics area","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 운동 및 경기장"
"Y30.4","Falling, jumping or pushed from a high place, undetermined intent, street and highway","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 도로 및 고속도로"
"Y30.5","Falling, jumping or pushed from a high place, undetermined intent, trade and service area","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 상업 및 서비스 구역"
"Y30.6","Falling, jumping or pushed from a high place, undetermined intent, industrial and construction area","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 산업 및 건설지역"
"Y30.7","Falling, jumping or pushed from a high place, undetermined intent, farm","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 농장"
"Y30.8","Falling, jumping or pushed from a high place, undetermined intent, other specified places","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 기타 명시된 장소"
"Y30.9","Falling, jumping or pushed from a high place, undetermined intent, unspecified place","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 상세불명 장소"
"Y40-Y84","Complications of medical and surgical care","내과적 및 외과적 치료의 합병증"
"Y40-Y59","Drugs, medicaments and biological substances causing adverse effects in therapeutic use","치료용으로 사용시 유해작용을 나타내는 약물, 약제 및 생물학 물질"
"Y40","Systemic antibiotics","전신항생제"
"Y40.0","Penicillins","페니실린"
"Y40.1","Cefalosporins and other β-lactam antibiotics","세팔로스포린 및 기타 베타락탐 항생제"
"Y40.2","Chloramphenicol group","클로람페니콜군"
"Y40.3","Macrolides","마크로리드"
"Y40.4","Tetracyclines","테트라사이클린"
"Y40.5","Aminoglycosides","아미노글리코시드"
"Y40.6","Rifamycins","리파마이신"
"Y40.7","Antifungal antibiotics, systemically used","전신항진균항생제"
"Y40.8","Other systemic antibiotics","기타 전신항생제"
"Y40.9","Systemic antibiotic, unspecified","상세불명의 전신항생제"
"Y41","Other systemic anti-infectives and antiparasitics","기타 전신 항감염제 및 항기생충제"
"Y41.0","Sulfonamides","설폰아마이드"
"Y41.1","Antimycobacterial drugs","항마이코박테리아제"
"Y41.2","Antimalarials and drugs acting on other blood protozoa","항말라리아제 및 기타 혈액내 원충류에 작용하는 약물"
"Y41.3","Other antiprotozoal drugs","기타 항원충제"
"Y41.4","Anthelminthics","구충제"
"Y41.5","Antiviral drugs","항바이러스제"
"Y41.8","Other specified systemic anti-infectives and antiparasitics","기타 명시된 전신 항감염제 및 항기생충제"
"Y41.9","Systemic anti-infective and antiparasitic, unspecified","상세불명의 전신 항감염제 및 항기생충제"
"Y42","Hormones and their synthetic substitutes and antagonists, NEC","달리 분류되지 않은 호르몬 및 그들의 합성대치물 및 길항제"
"Y42.0","Glucocorticoids and synthetic analogues","글루코코티코이드 및 합성 유사체"
"Y42.1","Thyroid hormones and substitutes","갑상선 호르몬 및 대치물"
"Y42.2","Antithyroid drugs","항갑상선제"
"Y42.3","Insulin and oral hypoglycaemic [antidiabetic] drugs","인슐린 및 경구저혈당[항당뇨병]제"
"Y42.4","Oral contraceptives","경구피임제"
"Y42.5","Other estrogens and progestogens","기타 에스트로젠 및 프로제스토겐"
"Y42.6","Antigonadotrophins, antiestrogens, antiandrogens, NEC","달리 분류되지 않은 항고나도트로핀제, 항에스트로젠제, 항안드로젠제"
"Y42.7","Androgens and anabolic congeners","안드로젠 및 합성대사 유사물"
"Y42.8","Other and unspecified hormones and their synthetic substitutes","기타 및 상세불명의 호르몬 및 합성 대치물"
"Y42.9","Other and unspecified hormone antagonists","기타 및 상세불명의 호르몬 길항제"
"Y43","Primarily systemic agents","주로 전신에 작용하는 제제"
"Y43.0","Antiallergic and antiemetic drugs","항앨러지제 및 항구토제"
"Y43.1","Antineoplastic antimetabolites","항신생물성 대사억제제"
"Y43.2","Antineoplastic natural products","항신생물성 천연산물"
"Y43.3","Other antineoplastic drugs","기타 항암제"
"Y43.4","Immunosuppressive agents","면역억제제"
"Y43.5","Acidifying and alkalizing agents","산성화제 및 알칼리화제"
"Y43.6","Enzymes, NEC","달리 분류되지 않은 효소류"
"Y43.8","Other primarily systemic agents, NEC","달리 분류되지 않은 주로 전신에 작용하는 제제"
"Y43.9","Primarily systemic agent, unspecified","상세불명의 주로 전신에 작용하는 제제"
"Y44","Agents primarily affecting blood constituents","주로 혈액성분에 영향을 주는 제제"
"Y44.0","Iron preparations and other anti- hypochromic-anaemia preparations","철제제 및 기타 항저혈색소성 빈혈제제"
"Y44.1","Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations","비타민 B12, 엽산 및 기타 항거대적모구성 빈혈제제"
"Y44.2","Anticoagulants","항응고제"
"Y44.3","Anticoagulant antagonists, vitamin K and other coagulants","항응고성 길항제, 비타민 K 및 기타 혈액응고제"
"Y44.4","Antithrombotic drugs [platelet-aggregation inhibitors]","항혈전제[혈소판응집억제제]"
"Y44.5","Thrombolitic drugs","혈전용해제"
"Y44.6","Natural blood and blood products","자연혈액 및 혈액제제"
"Y44.7","Plasma substitutes","혈장대체제"
"Y44.9","Other and unspecified agent affecting blood constituents","혈액성분에 영향을 주는 기타 및 상세불명의 제제"
"Y45","Analgesics, antipyretics and anti-inflammatory drugs","진통제, 해열제 및 항염증제"
"Y45.0","Opioids and related analgesics","아편 및 관련 진통제"
"Y45.1","Salicylates","살리실산염"
"Y45.2","Propionic acid derivatives","프로피온산유도체"
"Y45.3","Other nonsteroidal anti-inflammatory drugs [NSAID]","기타 비스테로이드항염증제"
"Y45.4","Antirheumatics","항류마티스제"
"Y45.5","4-Aminophenol derivatives","4-아미노페놀유도체"
"Y45.8","Other analgesics and antipyretics","기타 진통제 및 해열제"
"Y45.9","Analgesics, antipyretics and anti-inflammatory drug, unspecified","상세불명의 진통제, 해열제 및 항염증제"
"Y49","Psychotropic drugs, NEC","달리 분류되지 않은 정신작용제"
"Y49.0","Tricyclic and tetracyclic antidepressants","트리사이클릭 및 테트라사이클릭항우울제"
"Y49.1","Monoamine-oxidase-inhibitor antidepressants","모노아민-옥시데이스 억제성 항우울제"
"Y49.2","Other and unspecified antidepressants","기타 및 상세불명의 항우울제"
"Y49.3","Phenothiazine antipsychotics and neuroleptics","페노디아진 항정신병 약제 및 신경이완제"
"Y49.4","Butyrophenone and thioxanthene neuroleptics","부티로페논 및 타이오산틴 신경이완제"
"Y49.5","Other antipsychotics and neuroleptics","기타 항정신병약제 및 신경이완제"
"Y49.6","Psychodysleptics [hallucinogens]","환각제"
"Y49.7","Psychostimulants with abuse potential","남용의 잠재성이 있는 정신자극제"
"Y49.8","Other psychotropic drugs, NEC","달리 분류되지 않은 기타 정신작용제"
"Y49.9","Psychotropic drug, unspecified","상세불명의 정신작용제"
"Y54","Agents primarily affecting water-balance and mineral and uric acid metabolism","주로 수분균형과 무기물 및 요산 대사에 영향을 주는 제제"
"Y54.0","Mineralocorticoid","미네랄코티코이드"
"Y54.1","Mineralocorticoid antagonists [aldosterone antagonists]","미네랄코티코이드길항제[알도스테론길항제]"
"Y54.2","Carbonic-anhydrase inhibitors","탄산안히드라제억제제"
"Y54.3","Benzothiadiazine derivatives","벤조티아디아진유도체"
"Y54.4","Loop [High-ceiling] diuretics","[고리]이뇨제"
"Y54.5","Other diuretics","기타 이뇨제"
"Y54.6","Electrolytic, caloric and water-balance agents","전해질, 칼로리 및 수분균형 제제"
"Y54.7","Agents affecting calcification","석회화에 영향을 주는 제제"
"Y54.8","Agents affecting uric acid metabolism","요산대사에 영향을 주는 제제"
"Y54.9","Mineral salts, NEC","달리 분류되지 않은 무기염분"
"Y57","Other and unspecified drugs and medicaments","기타 및 상세불명의 약물 및 약제"
"Y57.0","Appetite depressants [anorectics]","식욕억제제"
"Y57.1","Lipotropic drugs","지방친화제제"
"Y57.2","Antidote and chelating agents, NEC","달리 분류되지 않은 해독제 및 킬레이트제제"
"Y57.3","Alcohol deterrents","알콜억제제"
"Y57.4","Pharmaceutical excipients","부형제"
"Y57.5","X-ray contrast media","X-선 대조물질"
"Y57.6","Other diagnostic agents","기타 진단제제"
"Y57.7","Vitamins, NEC","달리 분류되지 않은 비타민"
"Y57.8","Other drugs and medicaments","기타 약물 및 약제"
"Y57.9","Drug or medicament, unspecified","상세불명의 약물 또는 약제"
"Y66","Nonadministration of surgical and medical care","외과적 및 내과적 치료의 불이행"
"Y83-Y84","Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외과적 및 기타 내과적 처치"
"Y83","Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외과적 수술 및 기타 외과적 처치"
"Y83.0","Surgical operation with transplant of whole organ","전기관 이식의 외과적 수술"
"Y83.1","Surgical operation with implant of artificial internal device","인공 내부장치 이식의 외과적 수술"
"Y83.2","Surgical operation with anastomosis, bypass or graft","연결, 우회로 또는 이식의 외과적 수술"
"Y83.3","Surgical operation with formation of external stoma","외부스토마 형성의 외과적 수술"
"Y83.4","Other reconstructive surgery","기타 재건수술"
"Y83.5","Amputation of limbs","사지의 절단"
"Y83.6","Removal of other organ (partial)(total)","기타 기관의 (부분)(전체)절제"
"Y83.8","Other surgical procedures","기타 외과적 처치"
"Y83.9","Surgical procedures, unspecified","상세불명의 외과적 처치"
"Y40-Y84","Complications of medical and surgical care","내과적 및 외과적 치료의 합병증"
"Y83-Y84","Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외과적 및 기타 내과적 처치"
"Y84","Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 내과적 처치"
"Y84.0","Cardiac catheterization","심장카테터삽입"
"Y84.1","Kidney dialysis","신장투석"
"Y84.2","Radiological procedure and radiotherapy","방사선과적 처치 및 방사선요법"
"Y84.3","Shock therapy","쇼크요법"
"Y84.4","Aspiration of fluid","수액의 흡인"
"Y84.5","Insertion of gastric or duodenal sound","위 또는 십이지장 더듬자의 삽입"
"Y84.6","Urinary catheterization","요로카테터삽입"
"Y84.7","Blood-sampling","혈액표본추출"
"Y84.8","Other medical procedures","기타 의학적 처치"
"Y84.9","Medical procedure, unspecified","상세불명의 의학적 처치"
"Y88","Sequelae with surgical and medical care as external cause","외인으로서의 외과적 및 내과적 치료의 후유증"
"Y88.0","Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use","치료용 약물, 약제 및 생물학적 물질에 의한 부작용의 후유증"
"Y88.1","Sequelae of misadventures to patients during surgical and medical procedures","외과적 및 내과적 치료 중인 환자에 대한 재난의 후유증"
"Y88.2","Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use","진단 및 치료용 의료장치에 의한 유해사건의 후유증"
"Y88.3","Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","처치 당시에는 재난의 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외과적 및 내과적 처치의 후유증"
"","",""
"Y95","Nosocomial condition","병원과 관련된 상태"
"Z00-Z99","Factors influencing health status and contact with health services, Z00-Z99","ⅩⅩⅠ. 건강상태 및 보건서비스 접촉에 영향을 주는 요인"
"Z00-Z13","Persons encountering health services for examination and investigation","검사 및 조사를 위해 보건서비스와 접하고 있는 사람"
"Z00","General examination and investigation of persons without complaint and reported diagnosis","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사"
"Z00.0","General medical examination","일반적 의학검사"
"Z00.1","Routine child health examination","일상적 어린이건강검사"
"Z00.2","Examination for period of rapid growth in childhood","소아기의 빠른 성장시기에 대한 검사"
"Z00.3","Examination for adolescent development state","청소년발달상태에 대한 검사"
"Z00.4","General psychiatric examination, NEC","달리 분류되지 않은 일반적인 정신의학적 검사"
"Z00.5","Examination of potential donor of organ and tissue","기관과 조직의 가능성 있는 기증자에 대한 검사"
"Z00.6","Examination for normal comparison and control in clinical research programme","임상연구프로그램에서 정상비교군 및 대조군에 대한 검사"
"Z00.8","Other general examinations","기타 일반검사"
"Z01","Other special examination and investigations of persons without complaint or reported diagnosis","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사"
"Z01.0","Examination of eyes and vision","눈 및 시력의 검사"
"Z01.1","Examination of ears and hearing","귀 및 청력의 검사"
"Z01.2","Dental examination","치아검사"
"Z01.3","Examination of blood pressure","혈압검사"
"Z01.4","Gynaecological examination (general)(routine)","부인과적 검사(일반적)(일상적)"
"Z01.5","Diagnostic skin and sensitization tests","진단적 피부 및 민감성검사"
"Z01.6","Radiological examination, NEC","달리 분류되지 않은 방사선검사"
"Z01.7","Laboratory examination","검사실검사"
"Z01.8","Other specified special examinations","기타 명시된 특수검사"
"Z01.9","Special examination, unspecified","상세불명의 특수검사"
"Z02","Examination and encounter for administrative purposes","행정목적을 위한 검사"
"Z02.0","Examination for admission to educational institution","교육기관 입학을 위한 검사"
"Z02.1","Pre-employment examination","취업전검사"
"Z02.2","Examination for admission to residential institution","주거시설 입소를 위한 검사"
"Z02.3","Examination for recruitment to armed forces","군대 모집을 위한 검사"
"Z02.4","Examination for driving licence","운전면허를 위한 검사"
"Z02.5","Examination for participation in sport","운동경기 참가를 위한 검사"
"Z02.6","Examination for insurance purposes","보험목적의 검사"
"Z02.7","Issue of medical certificate","진단서의 발급"
"Z02.8","Other examinations for administrative purposes","행정목적을 위한 기타 검사"
"Z02.9","Examination for administrative purposes, unspecified","행정목적의 상세불명의 검사"
"Z03","Medical observation and evaluation for suspected diseases and conditions","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가"
"Z03.0","Observation for suspected tuberculosis","의심되는 결핵의 관찰"
"Z03.1","Observation for suspected malignant neoplasm","의심되는 악성 신생물에 대한 관찰"
"Z03.2","Observation for suspected mental and be- havioural disorders","의심되는 정신 및 행동 장애에 대한 관찰"
"Z03.3","Observation for suspected nervous system disorder","의심되는 신경계통장애의 관찰"
"Z03.4","Observation for suspected myocardial infarction","의심되는 심근경색증의 관찰"
"Z03.5","Observation for other suspected cardiovascular diseases","기타 의심되는 심혈관질환의 관찰"
"Z03.6","Observation for suspected toxic effect from ingested substance","섭취한 물질의 의심되는 독성효과의 관찰"
"Z03.8","Observation for other suspected diseases and conditions","기타 의심되는 질환 및 병태의 관찰"
"Z03.9","Observation for suspected disease or condition, unspecified","상세불명의 의심되는 질병 또는 병태의 관찰"
"Z04","Examination and observation for other reasons","기타 이유의 검사 및 관찰"
"Z04.0","Blood-alcohol and blood-drug test","혈중알콜 및 혈중약물 검사"
"Z04.1","Examination and observation following transport accident","운수사고 후 검사 및 관찰"
"Z04.2","Examination and observation following work accident","작업사고후 검사 및 관찰"
"Z04.3","Examination and observation following other accident","기타 사고후 검사 및 관찰"
"Z04.4","Examination and observation following alleged rape and seduction","추정된 강간 및 농락 후 검사 및 관찰"
"Z04.5","Examination and observation following other inflicted injury","기타 가해로 인한 손상후 검사 및 관찰"
"Z04.6","General psychiatric examination, requested by authority","당국의 요청에 의한 일반적인 정신의학적 검사"
"Z04.8","Examination and observation for other specified reasons","기타 명시된 이유의 검사 및 관찰"
"Z04.9","Examination and observation for unspecified reason","상세불명 이유의 검사 및 관찰"
"Z08","Follow-up examination after treatment for malignant neoplasms","악성 신생물에 대한 치료후 추적검사"
"Z08.0","Follow-up examination after surgery for malignant neoplasm","악성 신생물에 대한 수술후 추적검사"
"Z08.1","Follow-up examination after radiotherapy for malignant neoplasm","악성 신생물에 대한 방사선치료후 추적검사"
"Z08.2","Follow-up examination after chemotherapy for malignant neoplasm","악성 신생물에 대한 화학요법후 추적검사"
"Z08.7","Follow-up examination after combined treatment for malignant neoplasm","악성 신생물에 대한 복합치료후 추적검사"
"Z08.8","Follow-up examination after other treatment for malignant neoplasm","악성 신생물에 대한 기타 치료후 추적검사"
"Z08.9","Follow-up examination after unspecified treatment for malignant neoplasm","악성 신생물에 대한 상세불명의 치료후 추적검사"
"Z09","Follow-up examination after treatment for conditions other than malignant neoplasms","악성 신생물 이외의 병태에 대한 치료후 추적검사"
"Z09.0","Follow-up examination after surgery for other conditions","기타 병태에 대한 수술후 추적검사"
"Z09.1","Follow-up examination after radiotherapy for other conditions","기타 병태에 대한 방사선치료후 추적검사"
"Z09.2","Follow-up examination after chemotherapy for other conditions","기타 병태에 대한 화학요법후 추적검사"
"Z09.3","Follow-up examination after psychotherapy","정신요법후 추적검사"
"Z09.4","Follow-up examination after treatment of fracture","골절치료후 추적검사"
"Z09.7","Follow-up examination after combined treatment for other conditions","기타 병태에 대한 복합치료후 추적검사"
"Z09.8","Follow-up examination after other treatment for other conditions","기타 병태에 대한 기타 치료후 추적검사"
"Z09.9","Follow-up examination after unspecified treatment for other conditions","기타 병태에 대한 상세불명의 치료후 추적검사"
"Z11","Special screening examination  for infectious and parasitic diseases","감염성 및 기생충성 질환에 대한 특수선별검사"
"Z11.0","Special screening examination for intestinal infectious diseases","장감염질환에 대한 특수선별검사"
"Z11.1","Special screening examination for respiratory tuberculosis","호흡기결핵에 대한 특수선별검사"
"Z11.2","Special screening examination for other bacterial diseases","기타 세균성 질환에 대한 특수선별검사"
"Z11.3","Special screening examination for infections with a predominantly sexual mode of transmission","주로 성행위로 전파되는 감염질환에 대한 특수선별검사"
"Z11.4","Special screening examination for human immuodeficiency virus [HIV]","인체면역결핍바이러스에 대한 특수선별검사"
"Z11.5","Special screening examination for other viral diseases","기타 바이러스질환에 대한 특수선별검사"
"Z11.6","Special screening examination for other protozoal diseases and helminthiases","기타 원충성 질환 및 연충증에 대한 특수선별검사"
"Z11.8","Special screening examination for other infectious and parasitic diseases","기타 감염성 및 기생충성 질환에 대한 특수선별검사"
"Z11.9","Special screening examination for infectious and parasitic diseases, unspecified","상세불명의 감염성 및 기생충 질환에 대한 특수선별검사"
"Z12","Special screening examination for neoplasms","신생물에 대한 특수선별검사"
"Z12.0","Special screening examination for neoplasm of stomach","위의 신생물에 대한 특수선별검사"
"Z12.1","Special screening examination for neoplasm of intestinal tract","장관의 신생물에 대한 특수선별검사"
"Z12.2","Special screening examination for neoplasm of respiratory organs","호흡기관의 신생물에 대한 특수선별검사"
"Z12.3","Special screening examination for neoplasm of breast","유방의 신생물에 대한 특수선별검사"
"Z12.4","Special screening examination for neoplasm of cervix","자궁경부의 신생물에 대한 특수선별검사"
"Z12.5","Special screening examination for neoplasm of prostate","전립선의 신생물에 대한 특수선별검사"
